"ISQNO","WAR","NAME","LOCN","CAMPGN","NAMA","COA","NAMD","COD","WOFA1","WOFD1","YR1","MO1","DA1","HR1","WOFA2","WOFD2","YR2","MO2","DA2","HR2","WOFA3","WOFD3","YR3","MO3","DA3","HR3","POSTYPE","POST1","POST2","FRONT","DEPTH","TIME","TERRA1","TERRA2","WX1","WX2","WX3","SURPA","AEROA","STRA","CODEA","INTSTA","RERPA","CASA","FINSTA","STRD","CODED","INTSTD","RERPD","CASD","FINSTD","CAVA","TANKA","LTA","MBTA","ARTYA","FLYA","CTANKA","CARTYA","CFLYA","CAVD","TANKD","LTD","MBTD","ARTYD","FLYD","CTANKD","CARTYD","CFLYD","CEA","LEADA","TRNGA","MORALA","LOGSA","MOMNTA","INTELA","TECHA","INITA","WINA","KMDA","ACHA","ACHD","CRIT","QUALA","RESA","MOBILA","AIRA","FPREPA","WXA","TERRA","LEADAA","PLANA","SURPAA","MANA","LOGSAA","FORTSA","DEEPA","PRIA1","PRIA2","PRIA3","SECA1","SECA2","SECA3","RESOA1","RESOA2","RESOA3","PRID1","PRID2","PRID3","SECD1","SECD2","SECD3","RESOD1","RESOD2","RESOD3","STRAPL","STRAMI","CASAPL","CASAMI","STRDPL","STRDMI","CASDPL","CASDMI","NOATP","ATPBYR1","ATPBMN1","ATPBDA1","ATPBHR1","ATPEYR1","ATPEMN1","ATPEDA1","ATPEHR1","ATPBYR2","ATPBMN2","ATPBDA2","ATPBHR2","ATPEYR2","ATPEMN2","ATPEDA2","ATPEHR2","ATPBYR3","ATPBMN3","ATPBDA3","ATPBHR3","ATPEYR3","ATPEMN3","ATPEDA3","ATPEHR3","ATPBYR4","ATPBMN4","ATPBDA4","ATPBHR4","ATPEYR4","ATPEMN4","ATPEDA4","ATPEHR4","ATPBYR5","ATPBMN5","ATPBDA5","ATPBHR5","ATPEYR5","ATPEMN5","ATPEDA5","ATPEHR5","ATPBYR6","ATPBMN6","ATPBDA6","ATPBHR6","ATPEYR6","ATPEMN6","ATPEDA6","ATPEHR6","ATPBYR7","ATPBMN7","ATPBDA7","ATPBHR7","ATPEYR7","ATPEMN7","ATPEDA7","ATPEHR7","ATPBYR8","ATPBMN8","ATPBDA8","ATPBHR8","ATPEYR8","ATPEMN8","ATPEDA8","ATPEHR8","ATPBYR9","ATPBMN9","ATPBDA9","ATPBHR9","ATPEYR9","ATPEMN9","ATPEDA9","ATPEHR9","ATPBYR10","ATPBMN10","ATPBDA10","ATPBHR10","ATPEYR10","ATPEMN10","ATPEDA10","ATPEHR10","INSTA","INSTD","CAMPAGN"
25,"ENGLISH CIVIL WAR","NASEBY","ENGLAND","NASEBY","ENG ROY ARMY","CHARLES I","ENG PARL ARMY","FAIRFAX",1.6,1.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"9000",1,"9000",0,"6000","3000","13000",1,"13000",0,"1000","12000",5000,0,0,0,12,0,0,12,0,6000,0,0,0,13,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,-0.3,4,9,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,"FF","00","00","00","00","00","PP","RR","WL","DO","FF","00","00","00",0,"PS","00","00",13,0,17,0,3,0,10,-10,1,1645,6,14,1000,1645,6,14,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"SECOND ENGLISH CIVIL WAR","PRESTON","ENGLAND","PRESTON","ENG PARL ARMY","CROMWELL","SCOT ROY ARMY","HAMILTON",1,0.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","WHTST","00000","00000",2,0,"9000",1,"9000",0,"300","8700","21000",1,"21000",0,"5000","16000",3000,0,0,0,-1,0,0,0,0,3600,0,0,0,-1,0,0,-1,0,1,2,1,0,0,0,1,0,1,1,-9999,9,3,1,1,0,0,0,-1,0,0,1,1,2,0,0,0,0,"FF","DE","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",0,-6,100,0,14,-20,60,0,1,1648,8,17,9999,1648,8,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"SECOND ENGLISH CIVIL WAR","DUNBAR","SCOTLAND","DUNBAR","ENG PARL ARMY","CROMWELL","SCOT ROY ARMY","LESLIE",1.8,2.7,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","WLTFT","00000","00000",2,0,"11000",1,"11000",0,"30","10970","22000",1,"22000",0,"13000","9000",3500,0,0,0,-1,0,0,0,0,6000,0,0,0,30,0,0,30,0,0,1,1,0,0,0,0,0,1,1,0.8,9,4,1,1,0,0,0,0,1,-1,1,1,2,0,0,-1,0,"EE","RF","00","FF","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",0,-5,200,-33,18,-9,0,-8,1,1650,9,3,400,1650,9,3,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"SECOND ENGLISH CIVIL WAR","WORCESTER","ENGLAND","WORCESTER","ENG PARL ARMY","CROMWELL","SCOT ROY ARMY","CHARLES II",5.6,5.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"RM0","000","DSTFT","00000","00000",0,0,"28000",1,"28000",0,"1000","27000","16000",1,"16000",0,"9000","7000",9000,0,0,0,-1,0,0,0,0,4000,0,0,0,-1,0,0,-1,0,1,1,1,0,0,0,0,0,1,1,2,9,4,1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,"FF","00","00","00","00","00","BB","PS","00","DO","FF","00","00","00",0,"WL","00","00",7,0,0,-30,0,-10,0,-10,1,1651,9,3,1430,1651,9,3,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"THE FRONDE","ST. ANTOINE","FRANCE","THE FRONDE","FR ROY ARMY","TURENNE","FR REB ARMY","CONDE",1.5,1.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,1,0,"00U","000","DSHST","00000","00000",0,0,"12000",1,"12000",0,"4000","8000","6000",1,"6000",0,"2000","4000",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,8,5,1,0,2,0,0,1,0,0,0,0,0,0,0,-1,0,"FF","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",0,-10,0,-50,10,-10,5,-5,1,1652,7,5,800,1652,7,5,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"FRANCO-SPANISH WAR","THE DUNES","SPANISH NETHERLANDS","DUNKIRK 1658","FR ARMY","TURENNE","SP ARMY","DON JUAN",4,4.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RBD","000","DSTST","00000","00000",1,0,"15000",1,"15000",0,"2000","13000","12000",1,"12000",0,"7000","5000",6000,0,0,0,-1,0,0,0,0,7000,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2.1,8,3,1,1,1,1,0,0,0,-1,2,1,1,0,0,0,0,"EE","RF","00","FF","00","00","BB","PS","00","DO","FF","00","00","00",0,"WL","00","00",0,-13,0,-50,17,0,0,-29,1,1658,6,14,800,1658,6,14,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"AUSTRO-TURKISH WAR","THE RAAB","HUNGARY","HUNGARY 1664","TURK ARMY","AHMED KOPRULU","IMP ALLIED ARMY","MONTECUCCOLI",3.8,4.1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","FM0","DSTST","00000","00000",0,0,"60000",1,"60000",0,"8000","52000","30000",1,"30000",0,"2000","28000",20000,0,0,0,20,0,0,20,0,10000,0,0,0,25,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,4,9,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,"FF","00","00","00","00","00","RR","WD","00","DO","DE","00","00","00",0,"00","00","00",0,-17,20,0,0,-17,10,0,1,1664,8,1,600,1664,8,1,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"AUSTRO-TURKISH WAR","VIENNA","AUSTRIA","AUSTRIA 1683","IMP ALLIED ARMY","LORRAINE & SOBIESKI","TURK ARMY","KARA MUSTAFA",8.8,8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,1,0,"RM0","000","DSTFT","00000","00000",2,0,"76000",1,"76000",0,"2000","74000","107000",1,"107000",0,"10000","97000",34000,0,0,0,186,0,0,0,0,47000,0,0,0,500,0,0,370,0,1,1,1,0,0,0,0,0,1,1,4,9,3,1,1,0,0,0,0,0,0,1,1,1,0,0,-1,0,"EE","RF","00","FF","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",5,-5,0,-60,29,0,25,-50,1,1683,9,12,530,1683,9,12,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"POLISH-TURKISH WAR","CHOCIM II","POLAND","CHOCIM","POL ARMY","SOBIESKI","TURK ARMY","HUSSEIN PASHA",-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","WLCFT","00000","00000",3,0,"50000",1,"50000",0,"1000","49000","80000",1,"80000",0,"30000","50000",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,1,1,0,0,0,0,0,0,1,1,-9999,8,3,1,1,0,0,0,0,1,0,1,0,1,0,0,-1,0,"FF","00","00","EE","LR","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",0,-20,100,0,0,-63,25,-25,1,1673,11,11,9999,1673,11,11,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"DUTCH WAR","SINSHEIM","GERMANY","RHINELAND 1674","FR ARMY","TURENNE","IMP ALLIED ARMY","CAPARA",5,5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"9500",1,"9500",0,"1500","8000","7500",1,"7500",0,"2500","5000",6000,0,0,0,6,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,-9999,9,4,1,0,0,0,0,0,0,-1,2,1,0,-1,0,0,0,"FF","00","00","DE","00","00","PP","00","00","DO","FF","00","00","00",0,"WD","00","00",0,-11,0,-27,20,0,4,-20,1,1674,6,16,5000,1674,6,16,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"DUTCH WAR","SENEF","SPANISH NETHERLANDS","SPANISH NETHERLANDS 1674","FR ARMY","CONDE","DU ALLIED ARMY","ORANGE",1.8,1.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",2,0,"50000",1,"50000",0,"10000","40000","70000",1,"70000",0,"14000","56000",15000,0,0,0,-1,0,0,-1,0,15000,0,0,0,-1,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,8,5,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"FF","00","00","00","00","00","PP","WD","00","DD","00","00","00","00",0,"WD","00","00",0,-10,0,-30,0,-7,43,0,1,1674,8,11,1000,1674,8,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"DUTCH WAR","ENZHEIM","GERMANY","RHINELAND 1674","FR ARMY","TURENNE","IMP ALLIED ARMY","BOURNONVILLE",5.6,7,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"RM0","000","WHTFT","00000","00000",0,0,"22000",1,"22000",0,"3500","18500","31700",1,"31700",0,"2500","29200",10000,0,0,0,30,0,0,0,0,14500,0,0,0,58,0,0,10,0,0,1,0,0,0,0,0,0,0,0,2.4,6,6,2,0,0,0,0,0,0,-1,1,1,0,0,0,-1,0,"FF","00","00","00","00","00","PP","WD","00","DO","FF","EE","00","00",0,"PP","WD","00",5,-5,0,-29,20,0,60,0,1,1674,10,4,5000,1674,10,4,5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"DUTCH WAR","TURCKHEIM","GERMANY","RHINELAND 1675","FR ARMY","TURENNE","IMP ALLIED ARMY","BOURNONVILLE",-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTWT","00000","00000",1,0,"33000",1,"33000",0,"1100","31900","30000",1,"30000",0,"3400","26600",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,1,0,1,1,-9999,9,4,1,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,"EE","RF","00","FF","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",0,-9,9,0,67,0,0,-6,1,1675,1,5,9999,1675,1,5,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"DUTCH WAR","FEHRBELLIN","BRANDENBURG","BRANDENBURG 1675","PR ARMY","FREDERICK WILLIAM","SW ARMY","WRANGEL",3.4,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"6000",1,"6000",0,"500","5500","6400",1,"6400",0,"2500","3900",6000,0,0,0,13,0,0,0,0,6400,0,0,0,38,0,0,6,0,0,1,0,0,0,0,0,0,1,1,6.4,9,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"FF","00","00","EE","RF","00","BB","PS","00","DO","FF","00","00","00",0,"WD","00","00",0,-7,10,-10,72,0,0,-20,1,1675,6,28,800,1675,6,28,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"MONMOUTH'S REBELLION","SEDGEMOOR","ENGLAND","SEDGEMOOR","ENG REB ARMY","MONMOUTH","ENG ARMY","FEVERSHAM",0.8,1.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"FM0","000","WLTST","00000","00000",1,0,"4000",1,"4000",0,"1500","2500","3000",1,"3000",0,"300","2700",800,0,0,0,4,0,0,4,0,510,0,0,0,16,0,0,-1,0,-1,-1,-1,0,0,0,0,0,1,-1,-1,2,7,1,-1,-1,0,0,0,1,-1,-1,0,1,0,0,0,0,"FF","00","00","00","00","00","RR","WL","00","DO","DE","00","00","00",0,"BB","PS","00",0,-8,0,-13,0,-17,33,0,1,1685,7,6,300,1685,7,6,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"KING WILLIAM'S WAR","KILLIECRANKIE","SCOTLAND","KILLIECRANKIE","SCOTS REB ARMY","DUNDEE","ENG ARMY","MACKAY",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GM0","000","DSTST","00000","00000",0,0,"2800",1,"2800",0,"600","2200","3400",1,"3400",0,"1900","1500",-1,0,0,0,0,0,0,0,0,100,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,0,0,0,2,1,0.8,8,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",114,0,0,-33,17,0,84,0,1,1689,7,27,1945,1689,7,27,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"KING WILLIAM'S WAR","WALCOURT","FRANCE","FLANDERS 1689","FR ARMY","D'HUMIERES","ALLIED ARMY","WALDECK",1,1,1689,8,25,900,3.2,3.2,1689,8,25,1200,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"24000",1,"24000",0,"2000","22000","35000",1,"35000",0,"130","34870",-1,0,0,0,20,0,0,6,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,4,7,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,"FF","00","00","00","00","00","PP","WD","00","DO","DE","00","00","00",0,"PP","00","00",0,-8,0,-70,0,-14,131,-28,1,1689,8,25,900,1689,8,25,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"KING WILLIAM'S WAR","FLEURUS","NETHERLANDS","FLEURUS 1690","FR ARMY","LUXEMBOURG","ALLIED ARMY","WALDECK",-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"50000",1,"50000",0,"6000","44000","38000",1,"38000",0,"19000","19000",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,49,0,0,1,0,0,0,0,0,0,1,1,-9999,9,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"DE","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",0,-20,20,-10,0,-21,0,-37,1,1690,7,1,9999,1690,7,1,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"KING WILLIAM'S WAR","THE BOYNE","IRELAND","BOYNE","ENG ARMY","WILLIAM III","ENG & IRISH REB ARMY","JAMES II",8,5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"35000",1,"35000",0,"2000","33000","23000",1,"23000",0,"1500","21500",8000,0,0,0,50,0,0,0,0,5000,0,0,0,6,0,0,6,0,0,1,0,0,0,0,0,0,1,1,2,9,5,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,"FF","EE","LR","00","00","00","PP","00","00","DO","FF","00","00","00",0,"WD","00","00",3,0,100,0,2,0,7,0,1,1690,7,11,1100,1690,7,11,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"KING WILLIAM'S WAR","AUGHRIM","IRELAND","AUGHRIM","ENG ARMY","GINCKEL","ENG & IRISH REB ARMY","ST. RUTH",6.4,4.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,1,0,"RM0","000","DSTST","WHTST","00000",0,0,"18000",1,"18000",0,"2700","15300","25000",1,"25000",0,"4400","20600",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1.2,9,4,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",0,-5,11,-19,0,-44,36,0,1,1691,7,22,1400,1691,7,22,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"KING WILLIAM'S WAR","STEENKERKE","SPANISH NETHERLANDS","FLANDERS 1692","ALLIED ARMY","WILLIAM III","FR ARMY","LUXEMBOURG",2.4,5.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"GM0","000","WLTST","00000","00000",0,0,"63000",1,"63000",0,"8000","55000","57000",1,"57000",0,"7000","50000",15000,0,0,0,70,0,0,10,0,12000,0,0,0,60,0,0,8,0,0,-1,0,0,0,0,0,0,1,-1,0,3,7,1,0,-1,0,0,0,0,-1,-1,1,0,-1,0,-1,-1,"FF","00","00","00","00","00","PP","RR","WD","DD","00","00","00","00",0,"WD","00","00",11,0,7,0,5,0,0,-1,1,1692,8,3,1200,1692,8,3,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"KING WILLIAM'S WAR","NEERWINDEN (LANDEN)","SPANISH NETHERLANDS","FLANDERS 1693","FR ARMY","LUXEMBOURG","ALLIED ARMY","WILLIAM III",5.7,8.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"RM0","000","DSTST","00000","00000",0,0,"80000",1,"80000",0,"9000","71000","50000",1,"50000",0,"14000","36000",29000,0,0,0,71,0,0,-1,0,20000,0,0,0,84,0,0,84,0,0,1,0,0,0,0,0,0,1,1,1,8,3,1,0,1,0,0,0,0,-1,1,0,0,0,0,-1,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",0,-5,0,-11,0,-5,29,-25,1,1693,7,29,400,1693,7,29,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"KING WILLIAM'S WAR","MARSAGLIA","PIEDMONT","PIEDMONT 1693","FR ARMY","CATINAT","ALLIED ARMY","DUKE OF SAVOY",-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,0,"40000",1,"40000",0,"3000","37000","36000",1,"36000",0,"11000","25000",10000,0,0,0,30,0,0,-1,0,11000,0,0,0,31,0,0,31,0,0,1,0,0,0,0,0,0,1,1,2.4,9,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"FF","EE","LF","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",0,-5,0,-33,0,-6,0,-50,1,1693,10,4,5000,1693,10,4,5430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"AUSTRO-TURKISH WAR","ZENTA","HUNGARY","HUNGARY 1697","AUS ARMY","EUGENE","TURK ARMY","MUSTAFA II",4.2,2.7,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"FM0","000","DSTFT","00000","00000",1,0,"50000",1,"50000",0,"500","49500","100000",1,"100000",0,"30000","70000",16000,0,0,0,60,0,0,0,0,40000,0,0,0,200,0,0,145,0,1,1,1,0,0,0,1,0,1,1,1,9,2,1,1,0,0,0,-1,0,0,2,1,1,0,0,-1,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"AA","00","00",0,-10,0,-5,0,-20,0,-33,1,1697,9,11,1500,1697,9,11,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"GREAT NORTHERN WAR","POLTAVA","RUSSIA","POLTAVA","SW ARMY","CHARLES XII","RUSS ARMY","PETER THE GREAT",1.2,3.2,9999,99,99,9999,1.8,2.2,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"21500",1,"21500",0,"9600","11900","80000",1,"80000",0,"1300","78700",8500,0,0,0,4,0,0,4,0,8500,0,0,0,100,0,0,-1,0,1,0,1,0,0,0,0,0,1,-1,-6,4,8,1,1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,"FF","00","00","00","00","00","PP","RR","WL","DO","FF","00","DE","00",0,"BB","PS","00",21,-7,25,0,33,-33,280,0,1,1709,6,28,9999,1709,6,28,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"WAR OF THE SPANISH SUCCESSION","BLENHEIM","BAVARIA","BLENHEIM","ALLIED ARMY","MARLBOROUGH & EUGENE","FR & BAV ARMY","TALLARD, MARSIN & MAX EMMANUEL OF BAVARIA",6.4,7.1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"52000",1,"52000",0,"12883","39117","56000",1,"56000",0,"34190","21810",20000,0,0,0,60,0,0,-1,0,17000,0,0,0,90,0,0,60,0,0,2,0,0,0,0,0,0,1,1,2.7,9,3,1,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",12,-4,1,-15,13,-7,0,-12,1,1704,8,13,1230,1704,8,13,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"WAR OF THE SPANISH SUCCESSION","RAMILLIES","SPANISH NETHERLANDS","RAMILLIES","ALLIED ARMY","MARLBOROUGH","FR & BAV ARMY","VILLEROY & MAX EMMANUEL OF BAVARIA",4.8,5.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"RM0","000","DST$T","00000","00000",0,0,"62000",1,"62000",0,"3620","58380","60000",1,"60000",0,"19000","41000",16000,0,0,0,120,0,0,-1,0,17000,0,0,0,70,0,0,54,0,0,2,0,0,0,0,0,0,1,1,3,9,3,1,0,1,0,0,0,0,0,2,1,0,0,0,-1,0,"EE","RF","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",0,-3,38,0,3,0,0,-32,1,1706,5,23,1300,1706,5,23,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
